road_name,risk_score
10th Avenue,0.00042009157996443226
Wright Street,0.00042009157996443226
East 79th Street,0.00042009157996443226
East Adams Boulevard,0.00042009157996443226
East 81st Street,0.00042009157996443226
East 30th Street,0.00042009157996443226
Strathmore Drive,0.00042009157996443226
East 111th Place,0.00042009157996443226
South Hobart Boulevard,0.00042009157996443226
North Bonnie Brae Street,0.00042009157996443226
Bellanca Avenue,0.00042009157996443226
North Virgil Avenue,0.00042009157996443226
East 85th Street,0.00042009157996443226
South Gless Street,0.00042009157996443226
World Way,0.00042009157996443226
Canyon Drive,0.00042009157996443226
Forney Street,0.00042009157996443226
South Redondo Boulevard,0.00042009157996443226
Estudillo Avenue,0.00042009157996443226
North Mott Street,0.0003500763166370269
Lou Dillon Avenue,0.0003500763166370269
West 37th Place,0.0003500763166370269
Gayley Avenue,0.0003500763166370269
Miramar Street,0.0003500763166370269
Mary Avenue,0.0003500763166370269
Graham Avenue,0.0003500763166370269
Kinross Avenue,0.0003500763166370269
London Street,0.0003500763166370269
Fir Street,0.0003500763166370269
Panama Street,0.0003500763166370269
East 109th Street,0.0003500763166370269
Hollycrest Drive,0.0003500763166370269
South Manhattan Place,0.0003500763166370269
East 113th Street,0.0003500763166370269
East 40th Place,0.0003500763166370269
Guthrie Avenue,0.0003500763166370269
South Virgil Avenue,0.0003500763166370269
Aaron Street,0.0003500763166370269
North Beverly Glen Boulevard,0.0003500763166370269
San Fernando Road West,0.0003500763166370269
Blake Avenue,0.0003500763166370269
North Beachwood Drive,0.0003500763166370269
Glenhurst Avenue,0.0003500763166370269
Madera Avenue,0.0003500763166370269
Cattaraugus Avenue,0.0003500763166370269
Aviation Boulevard,0.0003500763166370269
Santee Street,0.0003500763166370269
East 111th Street,0.0003500763166370269
Dockweiler Street,0.0003500763166370269
West 38th Street,0.0003500763166370269
Bishops Road,0.0003500763166370269
Edgemont Street,0.0003500763166370269
East 41st Place,0.0003500763166370269
La Loma Road,0.0003500763166370269
Raymond Avenue,0.0003500763166370269
West San Vicente Boulevard,0.0002800610533096215
Lugo Street,0.0002800610533096215
Nebraska Avenue,0.0002800610533096215
East 6th Street,0.0002800610533096215
Griffith Park Boulevard,0.0002800610533096215
East 119th Street,0.0002800610533096215
West Avenue 42,0.0002800610533096215
South Avenue 21,0.0002800610533096215
Shatto Place,0.0002800610533096215
East 118th Street,0.0002800610533096215
Brittania Street,0.0002800610533096215
Belmont Avenue,0.0002800610533096215
Lincoln Boulevard,0.0002800610533096215
David Avenue,0.0002800610533096215
West 93rd Street,0.0002800610533096215
East 82nd Street,0.0002800610533096215
Berryman Avenue,0.0002800610533096215
South Van Ness Avenue,0.0002800610533096215
Glasgow Place,0.0002800610533096215
Paola Avenue,0.0002800610533096215
Manning Avenue,0.0002800610533096215
Empyrean Way,0.0002800610533096215
West Boulevard,0.0002800610533096215
4th Avenue,0.0002800610533096215
West 94th Place,0.0002800610533096215
Paseo Rancho Castilla,0.0002800610533096215
Outpost Drive,0.0002800610533096215
South Saint Louis Street,0.0002800610533096215
Jesse Street,0.0002800610533096215
West 62nd Street,0.0002800610533096215
East Colorado Street,0.0002800610533096215
Grandee Avenue,0.0002800610533096215
West 94th Street,0.0002800610533096215
West Court Street,0.0002800610533096215
Cornwell Street,0.0002800610533096215
3rd Avenue,0.0002800610533096215
West 112th Street,0.0002800610533096215
West Kensington Road,0.0002800610533096215
Biona Drive,0.0002800610533096215
North Boyle Avenue,0.0002800610533096215
North Ardmore Avenue,0.0002800610533096215
East 41st Street,0.0002800610533096215
South Highland Avenue,0.0002800610533096215
Westhaven Street,0.0002800610533096215
West 103rd Street,0.0002800610533096215
Pearl Street,0.0002800610533096215
Coliseum Street,0.0002800610533096215
East 28th Street,0.0002800610533096215
Shasta Circle North,0.0002800610533096215
South Clarence Street,0.0002800610533096215
South Beverly Glen Boulevard,0.0002800610533096215
Darwin Avenue,0.0002800610533096215
South Spring Street,0.0002800610533096215
Huntington Drive,0.0002800610533096215
West 97th Street,0.00021004578998221613
East 98th Street,0.00021004578998221613
East 52nd Street,0.00021004578998221613
South Avenue 22,0.00021004578998221613
East Avenue 39,0.00021004578998221613
Cambridge Street,0.00021004578998221613
Rowena Avenue,0.00021004578998221613
West 29th Street,0.00021004578998221613
Concourse Way,0.00021004578998221613
Benner Street,0.00021004578998221613
Lomitas Drive,0.00021004578998221613
East 21st Street,0.00021004578998221613
North Wilcox Avenue,0.00021004578998221613
Graham Place,0.00021004578998221613
North Gower Street,0.00021004578998221613
Hollywood Bowl Road,0.00021004578998221613
Main Street,0.00021004578998221613
South Rampart Boulevard,0.00021004578998221613
East 54th Street,0.00021004578998221613
East 35th Street,0.00021004578998221613
Bonsallo Avenue,0.00021004578998221613
Flower Drive,0.00021004578998221613
North Eastern Avenue,0.00021004578998221613
West 70th Street,0.00021004578998221613
8th Avenue,0.00021004578998221613
Channing Street,0.00021004578998221613
Hughes Avenue,0.00021004578998221613
Stocker Street,0.00021004578998221613
Gatewood Street,0.00021004578998221613
Cazador Street,0.00021004578998221613
Berkeley Avenue,0.00021004578998221613
City View Avenue,0.00021004578998221613
East 2nd Street,0.00021004578998221613
South Harcourt Avenue,0.00021004578998221613
Santa Ana Boulevard,0.00021004578998221613
North Boylston Street,0.00021004578998221613
Yucca Street,0.00021004578998221613
Chenault Street,0.00021004578998221613
East 55th Street,0.00021004578998221613
Browning Boulevard,0.00021004578998221613
Greensward Road,0.00021004578998221613
North Heliotrope Drive,0.00021004578998221613
Matteson Avenue,0.00021004578998221613
East 108th Street,0.00021004578998221613
North Van Ness Avenue,0.00021004578998221613
South Cummings Street,0.00021004578998221613
La Mirada Avenue,0.00021004578998221613
West 68th Street,0.00021004578998221613
Regal Place,0.00021004578998221613
Garland Avenue,0.00021004578998221613
Hartford Avenue,0.00021004578998221613
West 111th Street,0.00021004578998221613
South Rimpau Boulevard,0.00021004578998221613
2nd Avenue,0.00021004578998221613
Arroyo Drive,0.00021004578998221613
Heidleman Road,0.00021004578998221613
Keystone Avenue,0.00021004578998221613
West 53rd Street,0.00021004578998221613
North La Brea Avenue,0.00021004578998221613
Emery Street,0.00021004578998221613
West 98th Street,0.00021004578998221613
Gates Street,0.00021004578998221613
Council Street,0.00021004578998221613
West 74th Street,0.00021004578998221613
Larga Avenue,0.00021004578998221613
Siskiyou Street,0.00021004578998221613
West 45th Street,0.00021004578998221613
East 43rd Street,0.00021004578998221613
West 31st Street,0.00021004578998221613
Beach Street,0.00021004578998221613
Lankershim Boulevard,0.00021004578998221613
West 36th Street,0.00021004578998221613
South Wilton Place,0.00021004578998221613
Zonal Avenue,0.00021004578998221613
West 43rd Place,0.00021004578998221613
West 32nd Street,0.00021004578998221613
Wilson Street,0.00021004578998221613
East Avenue 42,0.00021004578998221613
Elwood Street,0.00021004578998221613
Lemon Street,0.00021004578998221613
North Vendome Street,0.00021004578998221613
Jefferson Boulevard,0.00021004578998221613
Armacost Avenue,0.00014003052665481074
South State Street,0.00014003052665481074
Edenhurst Street,0.00014003052665481074
West Live Oak Drive,0.00014003052665481074
Grosvenor Boulevard,0.00014003052665481074
West 124th Street,0.00014003052665481074
Connecticut Street,0.00014003052665481074
West 90th Street,0.00014003052665481074
Mandeville Canyon Road,0.00014003052665481074
West Maryland Street,0.00014003052665481074
Pickford Street,0.00014003052665481074
South Beachwood Drive,0.00014003052665481074
South Holt Avenue,0.00014003052665481074
Scott Avenue,0.00014003052665481074
East 109th Place,0.00014003052665481074
Camden Avenue,0.00014003052665481074
Green Avenue,0.00014003052665481074
East 104th Street,0.00014003052665481074
East 23rd Street,0.00014003052665481074
Cortez Street,0.00014003052665481074
Harvey Drive,0.00014003052665481074
South Avenue 50,0.00014003052665481074
South Mission Road,0.00014003052665481074
East 27th Street,0.00014003052665481074
Kramerwood Place,0.00014003052665481074
South Canfield Avenue,0.00014003052665481074
Electric Drive,0.00014003052665481074
Massachusetts Avenue,0.00014003052665481074
Milner Avenue,0.00014003052665481074
Gail Street,0.00014003052665481074
Ricardo Street,0.00014003052665481074
Dorris Place,0.00014003052665481074
Montclair Street,0.00014003052665481074
South Anderson Street,0.00014003052665481074
Lucas Avenue,0.00014003052665481074
West 42nd Place,0.00014003052665481074
Westchester Parkway,0.00014003052665481074
West 36th Place,0.00014003052665481074
West 35th Place,0.00014003052665481074
South Garth Avenue,0.00014003052665481074
South Durango Avenue,0.00014003052665481074
North Lorena Street,0.00014003052665481074
East 102nd Street,0.00014003052665481074
Saturn Street,0.00014003052665481074
5th Avenue,0.00014003052665481074
Regent Street,0.00014003052665481074
Garnet Street,0.00014003052665481074
Livonia Avenue,0.00014003052665481074
Blackwelder Street,0.00014003052665481074
West 25th Street,0.00014003052665481074
South Catalina Street,0.00014003052665481074
Maie Avenue,0.00014003052665481074
Omaha Street,0.00014003052665481074
Bellagio Road,0.00014003052665481074
Buckler Avenue,0.00014003052665481074
South Downey Road,0.00014003052665481074
Casiano Road,0.00014003052665481074
Mentone Avenue,0.00014003052665481074
McLaughlin Avenue,0.00014003052665481074
Smiley Drive,0.00014003052665481074
West 40th Place,0.00014003052665481074
Duvall Street,0.00014003052665481074
Richland Avenue,0.00014003052665481074
Palo Alto Street,0.00014003052665481074
Anzac Avenue,0.00014003052665481074
Whitley Avenue,0.00014003052665481074
Berendo Street,0.00014003052665481074
West 109th Street,0.00014003052665481074
Moraga Drive,0.00014003052665481074
North Citrus Avenue,0.00014003052665481074
South Fresno Street,0.00014003052665481074
Damon Street,0.00014003052665481074
South Avenue 57,0.00014003052665481074
Chariton Street,0.00014003052665481074
Robertson Place,0.00014003052665481074
West 41st Street,0.00014003052665481074
Eagle Dale Avenue,0.00014003052665481074
Preston Way,0.00014003052665481074
South Park View Street,0.00014003052665481074
Fedora Street,0.00014003052665481074
Spence Street,0.00014003052665481074
West 88th Street,0.00014003052665481074
West 65th Place,0.00014003052665481074
